Page filename,Approx. section/context,Element / tag / attribute source,Text string,Character count,Suggested feedback owner,Status,Teammate comments,Priority,Extraction note
agreeease.html,section #stack-showcase - From RFP to bookable rate.,button,Enforce,7,,,,,
agreeease.html,section #stack-showcase - From RFP to bookable rate.,div,Automatically apply negotiated rates at point of booking through G-Link integration. Rates appear in every search without manual uploads or spreadsheet handoffs.,161,,,,,
agreeease.html,section #stack-showcase - From RFP to bookable rate.,button,Review,6,,,,,
agreeease.html,section #stack-showcase - From RFP to bookable rate.,div,"Track programme performance, measure supplier compliance, analyse spend patterns, and prepare for the next sourcing cycle with structured data.",143,,,,,
agreeease.html,section #stack-showcase - From RFP to bookable rate.,a,Request a demo,14,,,,,
agreeease.html,section #stack-showcase - From RFP to bookable rate.,a,View capabilities,17,,,,,
agreeease.html,article #showcase-panel-sourcing - Sourcing view,img[alt],AgreeEase RFP sourcing workspace interface,42,,,,,UX/accessibility attribute
agreeease.html,article #showcase-panel-sourcing - Sourcing view,h3,Sourcing view,13,,,,,
agreeease.html,article #showcase-panel-sourcing - Sourcing view,p,"Issue structured RFPs to qualified hotel suppliers. Manage distribution, track responses, and maintain supplier qualification records across your programme.",156,,,,,
agreeease.html,article #showcase-panel-sourcing - Sourcing view,strong,RFP distribution and tracking,29,,,,,
agreeease.html,article #showcase-panel-sourcing - Sourcing view,strong,Supplier qualification management,33,,,,,
agreeease.html,article #showcase-panel-negotiation - Negotiation view,img[alt],AgreeEase hotel rate review interface,37,,,,,UX/accessibility attribute
agreeease.html,article #showcase-panel-negotiation - Negotiation view,h3,Negotiation view,16,,,,,
agreeease.html,article #showcase-panel-negotiation - Negotiation view,p,"Compare bids, score responses against weighted criteria, and track rate negotiations through to final contract agreement.",121,,,,,
agreeease.html,article #showcase-panel-negotiation - Negotiation view,strong,Bid comparison and scoring,26,,,,,
agreeease.html,article #showcase-panel-negotiation - Negotiation view,strong,Contract rate tracking,22,,,,,
agreeease.html,article #showcase-panel-enforcement - Enforcement view,img[alt],AgreeEase mobile rate workflow interface,40,,,,,UX/accessibility attribute
agreeease.html,article #showcase-panel-enforcement - Enforcement view,h3,Enforcement view,16,,,,,
agreeease.html,article #showcase-panel-enforcement - Enforcement view,p,Negotiated rates flow automatically into G-Link and appear at point of booking. No spreadsheets. No manual uploads. No six-week delay.,134,,,,,
agreeease.html,article #showcase-panel-enforcement - Enforcement view,strong,Rate custody and validation,27,,,,,
agreeease.html,article #showcase-panel-enforcement - Enforcement view,strong,Live in G-Link booking layer,28,,,,,
agreeease.html,section #stack-showcase - From RFP to bookable rate.,div[aria-label],AgreeEase procurement views,27,,,,,UX/accessibility attribute
agreeease.html,section #stack-showcase - From RFP to bookable rate.,button,Sourcing,8,,,,,
agreeease.html,section #stack-showcase - From RFP to bookable rate.,button,Negotiation,11,,,,,
agreeease.html,section #stack-showcase - From RFP to bookable rate.,button,Enforcement,11,,,,,
agreeease.html,header - AgreeEase connects the full procurement loop.,div,Ecosystem Integration,21,,,,,
agreeease.html,header - AgreeEase connects the full procurement loop.,h2,AgreeEase connects the full procurement loop.,45,,,,,
agreeease.html,header - AgreeEase connects the full procurement loop.,p,"Negotiated rates flow downstream into Contrabook and Allbon for booking enforcement, then into Akrapay for financial validation and reconciliation. One closed loop from negotiation to settlement.",195,,,,,
agreeease.html,article .fcg-feature-row - Start with structured sourcing,h3,Start with structured sourcing,30,,,,,
agreeease.html,article .fcg-feature-row - Start with structured sourcing,p,"Replace spreadsheet-based RFPs with a structured workflow that tracks every supplier response, score, and contract version.",123,,,,,
agreeease.html,article .fcg-feature-row - Lock rates in custody,h3,Lock rates in custody,21,,,,,
agreeease.html,article .fcg-feature-row - Lock rates in custody,p,Contracted rates are stored and validated before they reach the booking layer. No more rate leakage from manual handoffs.,121,,,,,
agreeease.html,article .fcg-feature-row - Rates appear in every search,h3,Rates appear in every search,28,,,,,
agreeease.html,article .fcg-feature-row - Rates appear in every search,p,G-Link integration means negotiated rates are bookable within 24 hours. Travellers and agents see the right price without manual uploads.,137,,,,,
agreeease.html,article .fcg-feature-row - Built for APAC multi-market RFPs,h3,Built for APAC multi-market RFPs,32,,,,,
agreeease.html,article .fcg-feature-row - Built for APAC multi-market RFPs,p,"Support multi-currency tenders, regional supplier networks, and the formalised procurement processes used by Japanese, Korean, and Singaporean enterprises.",155,,,,,
agreeease.html,section #mobile-workflows - AgreeEase connects the full procurement loop.,h3,See how rates move from negotiation to booking.,47,,,,,
agreeease.html,section #mobile-workflows - AgreeEase connects the full procurement loop.,p,"Walk through the procurement lifecycle and understand how AgreeEase connects sourcing, contracts, and live supply in one platform.",130,,,,,
agreeease.html,section #mobile-workflows - AgreeEase connects the full procurement loop.,a,View the lifecycle,18,,,,,
agreeease.html,section #mobile-workflows - AgreeEase connects the full procurement loop.,a,Explore capabilities,20,,,,,
api-access.html,Head metadata,title,API Access - FCG Group,22,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,div,Scale with confidence,21,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,h1,One connection to every hotel and airline.,42,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,p,"G-Link and F-Link give product teams direct access to FCG's travel supply layer: 1M+ deduplicated hotel properties, every major airline, sandbox access, documentation, webhooks, reporting, and payment workflows built around the same connection.",244,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,a,Get sandbox access,18,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,a,Read the docs,13,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,div[aria-label],FCG API code example,20,,,,,UX/accessibility attribute
api-access.html,section #capabilities - One connection to every hotel and airline.,span,fcg.api / live supply,21,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,const,5,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,new,3,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,connection,10,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,"""g-link + f-link""",17,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,region,6,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,"""APAC""",6,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,await,5,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,availability,12,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,search,6,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,hotels,6,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,"""1M+ deduplicated properties""",29,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,airlines,8,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,"""GDS""",5,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,"""NDC""",5,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,"""LCC""",5,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,scaleMode,9,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,"""confidence""",12,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,"// One supply layer for search, booking, reporting, and payment.",64,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,G-Link,6,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,strong,1M+ properties,14,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,F-Link,6,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,strong,GDS + NDC + LCC,15,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,span,Control,7,,,,,
api-access.html,section #capabilities - One connection to every hotel and airline.,strong,Sandbox to live,15,,,,,
api-access.html,header .fcg-bento-header - The inventory depth behind one connection.,div,What you're connecting to,25,,,,,
api-access.html,header .fcg-bento-header - The inventory depth behind one connection.,h2,The inventory depth behind one connection.,42,,,,,
api-access.html,header .fcg-bento-header - The inventory depth behind one connection.,p,"The API is the access point. G-Link and F-Link are the resource: hotel depth, airline coverage, Booking.com Group access, APAC-native supply, developer-ready docs, test environments, and operational visibility from search through settlement.",241,,,,,
api-access.html,"header .fcg-bento-card-header - G-Link: 1M+ properties, deduplicated and resolved",h3,"G-Link: 1M+ properties, deduplicated and resolved",49,,,,,
api-access.html,"header .fcg-bento-card-header - G-Link: 1M+ properties, deduplicated and resolved",span,G-Link,6,,,,,
api-access.html,"article .fcg-bento-card .fcg-bento-card-large - G-Link: 1M+ properties, deduplicated and resolved",p,"Duplicate properties. Mismatched room types. Stale rates from six different sources. The same hotel appearing three times at three different prices. G-Link resolves all of it. Supply from GDS systems, Booking.com Group, direct hotel connections, and OTA networks is aggregated into one clean, deduplicated, bookable feed.",321,,,,,
api-access.html,"header .fcg-bento-card-header - Clean content, not three listings for the same hotel",h3,"Clean content, not three listings for the same hotel",52,,,,,
api-access.html,"header .fcg-bento-card-header - Clean content, not three listings for the same hotel",span,Content,7,,,,,
api-access.html,"article .fcg-bento-card .fcg-bento-card-small - Clean content, not three listings for the same hotel",p,"G-Link standardises property records, room types, images, amenities, descriptions, and policy fields so each hotel appears once, at the best available rate.",156,,,,,
api-access.html,"header .fcg-bento-card-header - F-Link: every airline, one connection",h3,"F-Link: every airline, one connection",37,,,,,
api-access.html,"header .fcg-bento-card-header - F-Link: every airline, one connection",span,F-Link,6,,,,,
api-access.html,"article .fcg-bento-card .fcg-bento-card-small - F-Link: every airline, one connection",p,"F-Link connects GDS, NDC, and LCC direct into one standardised feed with fare-family normalisation, ancillary management, and full commercial control.",150,,,,,
api-access.html,"header .fcg-bento-card-header - Asia-native supply depth, not retrofitted coverage",h3,"Asia-native supply depth, not retrofitted coverage",50,,,,,
api-access.html,"header .fcg-bento-card-header - Asia-native supply depth, not retrofitted coverage",span,APAC,4,,,,,
api-access.html,"article .fcg-bento-card .fcg-bento-card-wide - Asia-native supply depth, not retrofitted coverage",p,"Built in the region with real supply depth across APAC, the API helps companies expanding into Asia move faster than a supplier-by-supplier integration project.",160,,,,,
api-access.html,header .fcg-bento-card-header - Commercial control that isn't trapped in a spreadsheet,h3,Commercial control that isn't trapped in a spreadsheet,54,,,,,
api-access.html,header .fcg-bento-card-header - Commercial control that isn't trapped in a spreadsheet,span,Business,8,,,,,
api-access.html,article .fcg-bento-card .fcg-bento-card-wide - Commercial control that isn't trapped in a spreadsheet,p,"Mark up, mark down, apply programme rates, layer negotiated rates, or pass through net rates at the supply layer. API logs, booking data, supplier performance, and revenue reporting flow back to analytics and finance systems.",225,,,,,
api-access.html,"header - Connect to G-Link & F-Link. Search, book, and manage through one integration.",div,Integration Points,18,,,,,
api-access.html,"header - Connect to G-Link & F-Link. Search, book, and manage through one integration.",h2,"Connect to G-Link & F-Link. Search, book, and manage through one integration.",77,,,,,
api-access.html,"header - Connect to G-Link & F-Link. Search, book, and manage through one integration.",p,"Authenticate once, search across every connected supplier, confirm bookings, and manage changes. The supply complexity is resolved before it reaches your product.",162,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",div,01,2,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",h3,Search G-Link & F-Link,22,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",p,"One request queries GDS, Booking.com Group, direct hotels, OTAs, NDC, and LCC. Results return deduplicated, normalised, and priced.",131,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",div,GET /v2/hotels/availability,27,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",div,02,2,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",h3,Book through the connection,27,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",p,"Confirm a reservation with one call while G-Link or F-Link handles supplier confirmation, payment, and PNR generation behind the scenes.",136,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",div,POST /v2/bookings/create,24,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",div,03,2,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",h3,Manage the full lifecycle,25,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",p,"Modifications, cancellations, reporting, and post-booking workflows run through the same connection.",100,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",div,GET /v2/bookings/{id},21,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,hotel-search.js,15,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,"// Search G-Link -- every supplier, one call",44,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,const,5,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,await,5,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,hotels,6,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,search,6,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,destination,11,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,"""SIN""",5,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,checkIn,7,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,"""2026-06-15""",12,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,checkOut,8,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,"""2026-06-18""",12,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,guests,6,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,2,1,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,currency,8,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,"""USD""",5,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,"// 1,247 properties returned. Deduplicated. Normalised. Bookable.",65,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,log,3,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,// 1247,7,,,,,
api-access.html,"section #how-it-works - Connect to G-Link & F-Link. Search, book, and manage through one integration.",span,"// [""gds"", ""booking_group"", ""direct"", ""ota""]",44,,,,,
api-access.html,section #product-map - Four domains. The full depth of G-Link and F-Link.,div,API Surface,11,,,,,
api-access.html,section #product-map - Four domains. The full depth of G-Link and F-Link.,h2,Four domains. The full depth of G-Link and F-Link.,50,,,,,
api-access.html,section #product-map - Four domains. The full depth of G-Link and F-Link.,p,"Every API domain connects to a deep resource layer: hotel supply, flight supply, payments, reporting, webhooks, and post-booking lifecycle management.",150,,,,,
api-access.html,article .product-card - Hotel Supply,div,G-Link,6,,,,,
api-access.html,article .product-card - Hotel Supply,h3,Hotel Supply,12,,,,,
api-access.html,article .product-card - Hotel Supply,p,"1M+ deduplicated properties. GDS, Booking.com Group, direct hotel connections, and OTA networks all resolved into one clean feed through a single endpoint, with content, imagery, amenities, room mapping, policies, and rate confidence kept consistent across sources.",265,,,,,
api-access.html,article .product-card - Hotel Supply,li,Property-level and room-level deduplication across every source,63,,,,,
api-access.html,article .product-card - Hotel Supply,li,"Standardised content, images, room mapping, amenities, descriptions, and policy data so each hotel appears once",111,,,,,
api-access.html,article .product-card - Hotel Supply,li,"Negotiated-rate layering, programme rates, and net rate passthrough per client",78,,,,,
api-access.html,article .product-card - Flight Supply,div,F-Link,6,,,,,
api-access.html,article .product-card - Flight Supply,h3,Flight Supply,13,,,,,
api-access.html,article .product-card - Flight Supply,p,"Every major airline through one connection. F-Link aggregates GDS, NDC direct, and LCC direct into one normalised feed.",119,,,,,
api-access.html,article .product-card - Flight Supply,li,"GDS + NDC + LCC direct: every distribution channel, one search",62,,,,,
api-access.html,article .product-card - Flight Supply,li,Fare-family normalisation and ancillary management across sources,65,,,,,
api-access.html,article .product-card - Flight Supply,li,"PNR creation, ticketing, post-booking servicing, and policy-aware filtering",75,,,,,
api-access.html,article .product-card - Payment & Settlement,div,Payments,8,,,,,
api-access.html,article .product-card - Payment & Settlement,h3,Payment & Settlement,20,,,,,
api-access.html,article .product-card - Payment & Settlement,p,"Virtual card issuance, payment processing, settlement tracking, refund handling, fraud controls, and reconciliation infrastructure embedded in the booking flow, without forcing a separate payment project.",204,,,,,
api-access.html,article .product-card - Payment & Settlement,li,Virtual card generation per booking or per supplier,51,,,,,
api-access.html,article .product-card - Payment & Settlement,li,"Automated settlement, refunds, voids, and reconciliation",56,,,,,
api-access.html,article .product-card - Payment & Settlement,li,"Multi-currency support, fraud checks, payment status, and spend reporting",73,,,,,
api-access.html,article .product-card - Reporting & Analytics,div,Data,4,,,,,
api-access.html,article .product-card - Reporting & Analytics,h3,Reporting & Analytics,21,,,,,
api-access.html,article .product-card - Reporting & Analytics,p,"Booking data, search analytics, API logs, payment status, and programme performance can be accessed through the API, delivered by webhook, or pushed to your analytics stack.",173,,,,,
api-access.html,article .product-card - Reporting & Analytics,li,"Booking, payment, and spend data via API or webhook delivery",60,,,,,
api-access.html,article .product-card - Reporting & Analytics,li,"Search-to-book conversion, API response patterns, and supplier performance",74,,,,,
api-access.html,article .product-card - Reporting & Analytics,li,ERP and accounting system connectivity,38,,,,,
api-access.html,"header - Connect to G-Link & F-Link in weeks, not quarters.",div,Getting Started,15,,,,,
api-access.html,"header - Connect to G-Link & F-Link in weeks, not quarters.",h2,"Connect to G-Link & F-Link in weeks, not quarters.",50,,,,,
api-access.html,"header - Connect to G-Link & F-Link in weeks, not quarters.",p,"Move from sandbox access to your first production booking in four steps. Clean documentation, working test environments, webhook-ready workflows, and a clear path to launch.",173,,,,,
api-access.html,article .fcg-feature-row - Get your API credentials,h3,Get your API credentials,24,,,,,
api-access.html,article .fcg-feature-row - Get your API credentials,p,Request sandbox access and receive your API key and test environment credentials within 24 hours.,97,,,,,
api-access.html,article .fcg-feature-row - Explore the documentation,h3,Explore the documentation,25,,,,,
api-access.html,article .fcg-feature-row - Explore the documentation,p,"Use request and response examples, authentication guides, error handling, and integration patterns built for developer teams.",125,,,,,
api-access.html,article .fcg-feature-row - Make your first test booking,h3,Make your first test booking,28,,,,,
api-access.html,article .fcg-feature-row - Make your first test booking,p,"Run a hotel search against G-Link, select a rate, and confirm a sandbox booking in a realistic test environment.",112,,,,,
api-access.html,article .fcg-feature-row - Move to production,h3,Move to production,18,,,,,
api-access.html,article .fcg-feature-row - Move to production,p,"Switch to production credentials once the connection is validated, with commercial terms and supplier activation handled in parallel.",133,,,,,
api-access.html,"section #getting-started - Connect to G-Link & F-Link in weeks, not quarters.",h3,Start connecting today.,23,,,,,
api-access.html,"section #getting-started - Connect to G-Link & F-Link in weeks, not quarters.",p,Get sandbox access to G-Link and F-Link and ship your first integration without waiting for a long contract cycle.,114,,,,,
api-access.html,"section #getting-started - Connect to G-Link & F-Link in weeks, not quarters.",a,Request sandbox access,22,,,,,
api-access.html,"section #getting-started - Connect to G-Link & F-Link in weeks, not quarters.",a,View API documentation,22,,,,,
ai-booking-tool.html,Head metadata,title,AI Booking Tool - Conversational Travel Booking | FCG,53,,,,,
ai-booking-tool.html,Navigation (shared),li,"Products For builders & platforms Connect API Access Connect to G-Link and F-Link directly AI Booking Tool Book business travel with an AI assistant For TMCs & operators Operate Atlas TMC OS Connect operational surfaces into one hub Agent Booking Tool Search and book every supplier in one flow For corporates & travel programs Experience Corporate Booking Tool Modern booking for managed travel programs AgreeEase AI hotel sourcing, RFPs, and rate workflows",458,,,,,Shared sitewide copy; duplicate appearances omitted from later pages.
ai-booking-tool.html,section #capabilities - Book business travel by asking for what you need.,div,AI-powered business travel booking,34,,,,,
ai-booking-tool.html,section #capabilities - Book business travel by asking for what you need.,h1,Book business travel by asking for what you need.,49,,,,,
ai-booking-tool.html,section #capabilities - Book business travel by asking for what you need.,p,"The AI Booking Tool combines a managed travel platform with a conversational assistant. Travelers can ask for flights, hotels, changes, and trip options in plain language. Behind the chat, G-Link and F-Link check live inventory, apply policy, route approvals, and turn the request into a confirmed booking.",306,,,,,
ai-booking-tool.html,section #capabilities - Book business travel by asking for what you need.,a,See the AI booking flow,23,,,,,
ai-booking-tool.html,section #capabilities - Book business travel by asking for what you need.,a,Explore the platform,20,,,,,
ai-booking-tool.html,section #capabilities - Book business travel by asking for what you need.,img[alt],AI Booking Tool interface preview,33,,,,,UX/accessibility attribute
ai-booking-tool.html,header .fcg-bento-header - A booking tool travelers can actually use.,div,Managed Travel + AI,19,,,,,
ai-booking-tool.html,header .fcg-bento-header - A booking tool travelers can actually use.,h2,A booking tool travelers can actually use.,42,,,,,
ai-booking-tool.html,header .fcg-bento-header - A booking tool travelers can actually use.,p,"Most business travel tools still make people search like agents. The AI Booking Tool lets travelers describe the trip they need, while the platform handles supply, policy, approvals, and booking control in the background.",221,,,,,
ai-booking-tool.html,header .fcg-bento-card-header - A travel assistant that can finish the job,h3,A travel assistant that can finish the job,42,,,,,
ai-booking-tool.html,header .fcg-bento-card-header - A travel assistant that can finish the job,span,Experience,10,,,,,
ai-booking-tool.html,article .fcg-bento-card .fcg-bento-card-large - A travel assistant that can finish the job,p,"Travelers ask for what they need the way they would message an assistant: ""Find me a policy-compliant hotel near the office"" or ""Move my return flight earlier."" The tool translates the request into live travel options and keeps the traveler inside one guided booking flow.",272,,,,,
ai-booking-tool.html,header .fcg-bento-card-header - Live hotels and flights inside the chat,h3,Live hotels and flights inside the chat,39,,,,,
ai-booking-tool.html,header .fcg-bento-card-header - Live hotels and flights inside the chat,span,Supply,6,,,,,
ai-booking-tool.html,article .fcg-bento-card .fcg-bento-card-small - Live hotels and flights inside the chat,p,"G-Link brings together 1M+ deduplicated hotel properties from GDS, bedbanks, and direct sources. F-Link connects every major airline through GDS, NDC, and LCC direct. The AI does not guess. It searches real, bookable inventory.",227,,,,,
ai-booking-tool.html,header .fcg-bento-card-header - Policy handled before the traveler chooses,h3,Policy handled before the traveler chooses,42,,,,,
ai-booking-tool.html,header .fcg-bento-card-header - Policy handled before the traveler chooses,span,Control,7,,,,,
ai-booking-tool.html,article .fcg-bento-card .fcg-bento-card-small - Policy handled before the traveler chooses,p,"The tool filters by company policy, budget caps, preferred suppliers, approval rules, and traveler profile before options appear. Out-of-policy choices can be explained, escalated, or removed from the flow.",206,,,,,
ai-booking-tool.html,"header .fcg-bento-card-header - Bookable options, not generic suggestions",h3,"Bookable options, not generic suggestions",41,,,,,
ai-booking-tool.html,"header .fcg-bento-card-header - Bookable options, not generic suggestions",span,Output,6,,,,,
ai-booking-tool.html,"article .fcg-bento-card .fcg-bento-card-wide - Bookable options, not generic suggestions",p,"Every recommendation comes back with real rates, live availability, cancellation rules, supplier source, and policy status. Travelers can compare, ask follow-up questions, and confirm without starting over in another system.",224,,,,,
ai-booking-tool.html,"header .fcg-bento-card-header - Built for travel programs, not just prompts",h3,"Built for travel programs, not just prompts",43,,,,,
ai-booking-tool.html,"header .fcg-bento-card-header - Built for travel programs, not just prompts",span,Platform,8,,,,,
ai-booking-tool.html,"article .fcg-bento-card .fcg-bento-card-wide - Built for travel programs, not just prompts",p,"Admins still get the controls they expect from a managed travel platform: booking records, approval trails, reporting, payment workflows, supplier visibility, and traveler support context. The AI makes the front end easier without weakening governance.",252,,,,,
ai-booking-tool.html,header - Ask naturally. Book confidently.,div,The Booking Experience,22,,,,,
ai-booking-tool.html,header - Ask naturally. Book confidently.,h2,Ask naturally. Book confidently.,32,,,,,
ai-booking-tool.html,header - Ask naturally. Book confidently.,p,"A traveler types or speaks a request. The AI understands the intent, checks policy, searches live hotel and flight inventory, and returns options that can actually be booked.",174,,,,,
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",article[aria-label],AI Booking Tool conversation preview,36,,,,,UX/accessibility attribute
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",h3,"Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",77,,,,,
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",span,from 1M+ deduplicated properties via G-Link,43,,,,,
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",strong,Live options,12,,,,,
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",span,"via F-Link, with GDS, NDC, and LCC direct in one feed",53,,,,,
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",strong,Flight coverage,15,,,,,
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",span,"results with real-time rates, availability, and booking confirmation",68,,,,,
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",strong,Policy-aware,12,,,,,
ai-booking-tool.html,"article .fcg-ai-card - Book me a hotel near Raffles Place for 3 nights under $200, policy-compliant.",div,Ask the AI Booking Tool,23,,,,,
ai-booking-tool.html,article .fcg-marketing-feature - Travelers ask in plain language,h3,Travelers ask in plain language,31,,,,,
ai-booking-tool.html,article .fcg-marketing-feature - Travelers ask in plain language,p,"Instead of forcing travelers through rigid search forms, the tool lets them describe dates, location, budget, preferences, and changes in one conversation.",155,,,,,
ai-booking-tool.html,article .fcg-marketing-feature - The platform checks what is allowed,h3,The platform checks what is allowed,35,,,,,
ai-booking-tool.html,article .fcg-marketing-feature - The platform checks what is allowed,p,"Policy, budget, approval rules, traveler profile, preferred suppliers, and availability are checked before the AI recommends options.",133,,,,,
ai-booking-tool.html,article .fcg-marketing-feature - The result is ready to book,h3,The result is ready to book,27,,,,,
ai-booking-tool.html,article .fcg-marketing-feature - The result is ready to book,p,"Travelers receive policy-compliant options with live rates and real availability, then confirm flights and hotels without leaving the booking flow.",147,,,,,
ai-booking-tool.html,section #decision-paths - Three ways teams use AI booking.,div,Use Cases,9,,,,,
ai-booking-tool.html,section #decision-paths - Three ways teams use AI booking.,h2,Three ways teams use AI booking.,32,,,,,
ai-booking-tool.html,"article .product-card - ""Our travelers need a faster way to book business trips.""",div,Path 01,7,,,,,
ai-booking-tool.html,"article .product-card - ""Our travelers need a faster way to book business trips.""",h3,"""Our travelers need a faster way to book business trips.""",57,,,,,
ai-booking-tool.html,"article .product-card - ""Our travelers need a faster way to book business trips.""",p,"Traditional booking flows ask travelers to think like travel agents. AI booking lets them describe the outcome, compare compliant options, and confirm the trip with fewer steps.",177,,,,,
ai-booking-tool.html,"article .product-card - ""Our travelers need a faster way to book business trips.""",div,Recommended approach,20,,,,,
ai-booking-tool.html,"article .product-card - ""Our travelers need a faster way to book business trips.""",div,AI Booking Tool for traveler self-service,41,,,,,
ai-booking-tool.html,"article .product-card - ""Our travelers need a faster way to book business trips.""",p,"Give travelers a conversational booking experience for hotels, flights, trip changes, and follow-up questions, backed by live G-Link and F-Link supply.",151,,,,,
